montage algorithm deadline budget maxDeadline minDeadline userDeadline plannedExecutionTime maxBuget minBudget userBudget plannedExecutionCost inConstrains
MONTAGE.n.100.2 sdbws 0.3 0.3 45530 14472 23789.4 34214 0.02144762200000002 0.004533624000000002 0.009607823400000007 0.009274785000000016 0
MONTAGE.n.100.3 sdbws 0.3 0.3 44720 14359 23467.3 34176 0.021347602000000004 0.004513608000000004 0.009563806200000004 0.007951182000000013 0
MONTAGE.n.100.4 sdbws 0.3 0.3 47610 15092 24847.4 34307 0.021484296000000007 0.004543632000000003 0.009625831200000004 0.00804954300000001 0
MONTAGE.n.100.5 sdbws 0.3 0.3 50890 16088 26528.6 37342 0.021454290000000004 0.0045469680000000045 0.009619164600000004 0.008033286000000011 0
MONTAGE.n.100.6 sdbws 0.3 0.3 44690 14242 23376.4 34356 0.021404280000000008 0.004530705000000003 0.009592777500000003 0.00821982100000001 0
MONTAGE.n.100.7 sdbws 0.3 0.3 48460 15417 25329.9 35515 0.02149429800000001 0.004537377000000003 0.009624453300000006 0.008042037000000014 0
MONTAGE.n.100.8 sdbws 0.3 0.3 48120 15232 25098.4 35935 0.021430952000000014 0.004531122000000005 0.009601071000000006 0.008280014000000013 0
MONTAGE.n.100.9 sdbws 0.3 0.3 48850 15513 25514.1 36389 0.02148429600000001 0.004547385000000006 0.009628458300000007 0.00848705900000001 0
MONTAGE.n.1000.0 sdbws 0.3 0.3 190770 44986 88721.2 130890 0.2261685580000006 0.047731905000000005 0.10126290090000019 0.14136530099999947 0
MONTAGE.n.1000.1 sdbws 0.3 0.3 241100 60138 114426.6 144319 0.2267253360000006 0.04789953899999999 0.10154727810000017 0.1344250349999999 0
MONTAGE.n.1000.10 sdbws 0.3 0.3 204850 49195 95891.5 129935 0.22596851800000045 0.04756343699999999 0.10108496130000014 0.13390547299999983 0
MONTAGE.n.1000.11 sdbws 0.3 0.3 186040 43720 86416 123246 0.2259518480000004 0.04758428699999999 0.10109455530000011 0.14112583899999964 0
MONTAGE.n.1000.12 sdbws 0.3 0.3 192430 45756 89758.2 123453 0.22603853200000032 0.047590541999999986 0.10112493900000008 0.13819832999999976 0
MONTAGE.n.1000.13 sdbws 0.3 0.3 220610 53922 103928.4 132752 0.2265553020000004 0.04776651600000004 0.10140315180000015 0.134464578 0
MONTAGE.n.1000.14 sdbws 0.3 0.3 188690 44353 87654.1 127952 0.22580515200000043 0.04747127999999997 0.1009714416000001 0.13416114099999984 0
MONTAGE.n.1000.15 sdbws 0.3 0.3 201460 48334 94271.79999999999 124611 0.22590183800000038 0.04753591500000011 0.10104569190000018 0.13390400599999983 0
MONTAGE.n.1000.16 sdbws 0.3 0.3 205100 49397 96107.9 123799 0.22594184600000058 0.047456685000000026 0.10100223330000019 0.08752801699999999 0
MONTAGE.n.1000.17 sdbws 0.3 0.3 220620 53819 103859.29999999999 130695 0.22617189200000057 0.04762723799999999 0.10119063420000016 0.1338629069999999 0
MONTAGE.n.1000.18 sdbws 0.3 0.3 210020 50417 98297.9 130662 0.22622523600000022 0.047708553000000015 0.10126355790000008 0.13800105399999968 0
MONTAGE.n.1000.19 sdbws 0.3 0.3 199940 47792 93436.4 128131 0.2259685180000006 0.04747836899999999 0.10102541370000018 0.12537481199999975 0
MONTAGE.n.1000.2 sdbws 0.3 0.3 202610 48633 94826.1 124470 0.22579848400000063 0.04741957200000005 0.10093324560000022 0.09745980100000003 0
MONTAGE.n.1000.3 sdbws 0.3 0.3 227920 56107 107650.9 137794 0.22649195600000036 0.04775442300000001 0.10137568290000011 0.1341920349999999 0
MONTAGE.n.1000.4 sdbws 0.3 0.3 215940 52654 101639.79999999999 133096 0.22643527800000032 0.047706885000000046 0.10132540290000012 0.134092845 0
MONTAGE.n.1000.5 sdbws 0.3 0.3 182580 42604 84596.79999999999 119954 0.2255984440000006 0.04748212200000001 0.10091701860000019 0.13989582899999956 0
MONTAGE.n.1000.6 sdbws 0.3 0.3 198510 47199 92592.29999999999 122740 0.22598185400000023 0.04743124800000004 0.10099642980000009 0.08967259399999997 0
MONTAGE.n.1000.7 sdbws 0.3 0.3 223350 54643 105255.1 132924 0.22617856000000044 0.04766977200000001 0.10122240840000013 0.13394883699999982 0
MONTAGE.n.1000.8 sdbws 0.3 0.3 215670 52470 101430 128465 0.22621190000000047 0.047642667 0.10121343690000015 0.1341150079999999 0
MONTAGE.n.1000.9 sdbws 0.3 0.3 227480 56025 107461.5 129608 0.22622190200000045 0.047623902 0.10120330200000013 0.107324337 0
MONTAGE.n.200.0 sdbws 0.3 0.3 64100 18903 32462.1 44494 0.04416883200000015 0.009267408000000012 0.019737835200000053 0.021363367999999983 0
MONTAGE.n.200.1 sdbws 0.3 0.3 68650 20252 34771.4 48487 0.0442888560000001 0.009301185000000014 0.019797486300000038 0.01721026200000003 0
MONTAGE.n.200.10 sdbws 0.3 0.3 65770 19371 33290.7 49534 0.0443088600000001 0.009343719000000016 0.019833261300000044 0.019739784000000007 0
MONTAGE.n.200.11 sdbws 0.3 0.3 66110 19431 33434.7 49565 0.044352202000000084 0.009349974000000013 0.019850642400000035 0.019059508000000006 0
MONTAGE.n.200.12 sdbws 0.3 0.3 62020 18201 31346.699999999997 46809 0.04428552200000012 0.009332460000000011 0.01981837860000004 0.026279002000000027 0
MONTAGE.n.200.13 sdbws 0.3 0.3 70770 20803 35793.1 44857 0.04431886200000012 0.009300768000000011 0.019806196200000042 0.016611336000000032 0
MONTAGE.n.200.14 sdbws 0.3 0.3 67480 19903 34176.1 47649 0.04433553200000014 0.009343302000000012 0.01984097100000005 0.017469642000000025 0
MONTAGE.n.200.15 sdbws 0.3 0.3 63740 18773 32263.1 44263 0.044268852000000095 0.009282420000000013 0.019778349600000036 0.019660024 0
MONTAGE.n.200.16 sdbws 0.3 0.3 68710 20175 34735.5 45150 0.04431552800000011 0.009321618000000018 0.019819791000000045 0.017079520000000036 0
MONTAGE.n.200.17 sdbws 0.3 0.3 66170 19503 33503.1 47832 0.04427552000000015 0.009333294000000016 0.019815961800000056 0.018658605000000016 0
MONTAGE.n.200.18 sdbws 0.3 0.3 65340 19223 33058.1 46939 0.0443388660000001 0.009319950000000016 0.019825624800000042 0.01761737600000001 0
MONTAGE.n.200.19 sdbws 0.3 0.3 64750 19043 32755.1 47232 0.04425885000000013 0.009289926000000013 0.019780603200000045 0.01819656799999999 0
MONTAGE.n.200.2 sdbws 0.3 0.3 68550 20149 34669.3 50932 0.044388876000000126 0.00936415200000001 0.019871569200000043 0.02098463299999998 0
MONTAGE.n.200.3 sdbws 0.3 0.3 71400 21053 36157.1 53556 0.044385542000000104 0.009364152000000013 0.01987056900000004 0.01712041500000003 0
MONTAGE.n.200.4 sdbws 0.3 0.3 68350 20114 34584.8 51288 0.0443155280000001 0.009346221000000014 0.019837013100000037 0.017321256000000024 0
MONTAGE.n.200.5 sdbws 0.3 0.3 67910 19933 34326.1 48348 0.044278854000000124 0.00929367900000002 0.019789231500000053 0.018082109000000037 0
MONTAGE.n.200.6 sdbws 0.3 0.3 64420 19043 32656.1 47034 0.04429885800000012 0.009317865000000019 0.019812162900000048 0.017086205000000042 0
MONTAGE.n.200.7 sdbws 0.3 0.3 65550 19342 33204.4 47341 0.04430552600000011 0.009305355000000012 0.01980540630000004 0.019649889999999982 0
MONTAGE.n.200.8 sdbws 0.3 0.3 69310 20458 35113.6 48451 0.044328864000000134 0.009348723000000008 0.019842765300000044 0.017093734000000024 0
MONTAGE.n.200.9 sdbws 0.3 0.3 67480 19852 34140.4 46825 0.044278854000000145 0.009303270000000013 0.019795945200000054 0.020677410999999986 0
MONTAGE.n.300.0 sdbws 0.3 0.3 88060 24661 43680.7 56171 0.06700339800000021 0.014077085999999983 0.02995497960000005 0.029784847999999985 0
MONTAGE.n.300.1 sdbws 0.3 0.3 83500 23312 41368.399999999994 53469 0.06700673200000024 0.01406749499999999 0.029949266100000066 0.029624684999999977 0
MONTAGE.n.300.10 sdbws 0.3 0.3 91260 25567 45274.899999999994 62804 0.06716343000000026 0.01419301199999998 0.030084137400000065 0.03919094800000012 0
MONTAGE.n.300.11 sdbws 0.3 0.3 96430 27173 47950.1 63404 0.06713675800000021 0.014143805999999974 0.030041691600000045 0.028900957000000012 0
MONTAGE.n.300.12 sdbws 0.3 0.3 89530 25009 44365.3 59925 0.06697005800000026 0.014092097999999992 0.029955486000000073 0.029872040999999985 0
MONTAGE.n.300.13 sdbws 0.3 0.3 92700 25937 45965.899999999994 60249 0.06699339600000029 0.014088344999999985 0.029959860300000075 0.025666989999999945 0
MONTAGE.n.300.14 sdbws 0.3 0.3 86200 24063 42704.1 55349 0.06712008800000024 0.014167991999999985 0.030053620800000062 0.03978109200000014 0
MONTAGE.n.300.15 sdbws 0.3 0.3 95370 26751 47336.7 61687 0.06708341400000022 0.014121704999999986 0.030010217700000057 0.028141709999999938 0
MONTAGE.n.300.16 sdbws 0.3 0.3 88330 24703 43791.1 55056 0.06699006200000025 0.014069162999999985 0.029945432700000066 0.02899165199999992 0
MONTAGE.n.300.17 sdbws 0.3 0.3 90160 25292 44752.399999999994 59825 0.06710008400000023 0.014098352999999997 0.029998872300000066 0.025557810999999965 0
MONTAGE.n.300.18 sdbws 0.3 0.3 87680 24543 43484.1 58009 0.06709008200000023 0.014152562999999995 0.03003381870000007 0.035822640999999995 0
MONTAGE.n.300.19 sdbws 0.3 0.3 82980 23076 41047.2 56032 0.06704674000000024 0.014144222999999989 0.03001497810000006 0.03973784600000011 0
MONTAGE.n.300.2 sdbws 0.3 0.3 92270 25846 45773.2 61751 0.06704340600000026 0.014168408999999984 0.030030908100000066 0.03524692900000001 0
MONTAGE.n.300.3 sdbws 0.3 0.3 85520 23822 42331.399999999994 53878 0.06702673600000027 0.014095850999999989 0.029975116500000072 0.025860853999999947 0
MONTAGE.n.300.4 sdbws 0.3 0.3 80630 22378 39853.6 56756 0.06691004600000026 0.014110445999999987 0.02995032600000007 0.03967711500000008 0
MONTAGE.n.300.5 sdbws 0.3 0.3 92140 25807 45706.899999999994 61678 0.06707341200000028 0.014152145999999989 0.030028525800000073 0.02613842599999994 0
MONTAGE.n.300.6 sdbws 0.3 0.3 88320 24702 43787.399999999994 62787 0.06708674800000025 0.014173829999999988 0.03004770540000007 0.039736670000000085 0
MONTAGE.n.300.7 sdbws 0.3 0.3 80920 22556 40065.2 59602 0.06691004600000025 0.014097101999999976 0.029940985200000058 0.03943355300000012 0
MONTAGE.n.300.8 sdbws 0.3 0.3 84470 23640 41889 53434 0.06686003600000029 0.014070830999999978 0.02990759250000007 0.025800824999999954 0
MONTAGE.n.300.9 sdbws 0.3 0.3 90100 25179 44655.3 61894 0.06709008200000023 0.014148809999999989 0.030031191600000062 0.02597753199999994 0
MONTAGE.n.400.0 sdbws 0.3 0.3 107920 28992 52670.399999999994 71727 0.0899079780000002 0.019001021999999937 0.04027310880000001 0.053216482000000113 0
MONTAGE.n.400.1 sdbws 0.3 0.3 111250 30121 54459.7 71575 0.08981796000000018 0.018990596999999932 0.04023880590000001 0.05318388800000016 0
MONTAGE.n.400.10 sdbws 0.3 0.3 109950 29803 53847.1 75159 0.0898279620000002 0.01895890499999992 0.040219622100000005 0.05225262100000012 0
MONTAGE.n.400.11 sdbws 0.3 0.3 97740 26047 47554.899999999994 66665 0.08967459800000019 0.018897605999999945 0.04013070360000002 0.05312255400000016 0
MONTAGE.n.400.12 sdbws 0.3 0.3 109290 29521 53451.7 72205 0.0897979560000002 0.018956402999999948 0.04020886890000003 0.0523184070000001 0
MONTAGE.n.400.13 sdbws 0.3 0.3 99000 26504 48252.8 67918 0.08969126800000013 0.018928880999999925 0.040157597099999984 0.053073202000000104 0
MONTAGE.n.400.14 sdbws 0.3 0.3 113280 30708 55479.6 73864 0.08988464000000017 0.018960155999999947 0.04023750120000001 0.0346730199999999 0
MONTAGE.n.400.15 sdbws 0.3 0.3 104670 28149 51105.3 71117 0.08984463200000019 0.01898183999999992 0.0402406776 0.05321241000000012 0
MONTAGE.n.400.16 sdbws 0.3 0.3 95260 25327 46306.899999999994 60713 0.08946789000000008 0.018807950999999937 0.04000593269999998 0.034487539999999935 0
MONTAGE.n.400.17 sdbws 0.3 0.3 110600 29945 54141.5 76071 0.08981129200000013 0.018962240999999946 0.040216956299999995 0.052715961000000124 0
MONTAGE.n.400.18 sdbws 0.3 0.3 100520 26992 49050.399999999994 71142 0.08965792800000015 0.01888801499999993 0.0401189889 0.05217921800000013 0
MONTAGE.n.400.19 sdbws 0.3 0.3 99860 26870 48767 71541 0.08953123600000026 0.01887842399999992 0.04007426760000002 0.05304544200000007 0
MONTAGE.n.400.2 sdbws 0.3 0.3 109180 29428 53353.6 70499 0.08966459600000021 0.01886090999999993 0.040102015800000015 0.04151087199999994 0
MONTAGE.n.400.3 sdbws 0.3 0.3 99730 26677 48592.899999999994 63311 0.08963125600000013 0.018839225999999938 0.040076835 0.03636069899999991 0
MONTAGE.n.400.4 sdbws 0.3 0.3 105130 28337 51374.899999999994 73505 0.08967126400000018 0.018911783999999925 0.040139628000000004 0.052730505000000115 0
MONTAGE.n.400.5 sdbws 0.3 0.3 93140 24811 45309.7 65724 0.08956457600000019 0.01889093399999995 0.04009302660000002 0.05311395600000013 0
MONTAGE.n.400.6 sdbws 0.3 0.3 96980 25815 47164.5 63923 0.08958124600000024 0.018861743999999934 0.04007759460000003 0.049336162 0
MONTAGE.n.400.7 sdbws 0.3 0.3 106330 28539 51876.3 69280 0.0896645960000002 0.018881342999999932 0.04011631890000002 0.0345955109999999 0
MONTAGE.n.400.8 sdbws 0.3 0.3 111350 30113 54484.1 70050 0.08981462600000015 0.018949313999999946 0.04020890760000001 0.036183325999999905 0
MONTAGE.n.400.9 sdbws 0.3 0.3 101040 27118 49294.6 67527 0.0896145860000002 0.018872168999999918 0.0400948941 0.03680717899999985 0
MONTAGE.n.50.0 sdbws 0.3 0.3 37210 12551 19948.7 30018 0.010002 0.0021442139999999998 0.0045015498 0.0037415269999999997 0
MONTAGE.n.50.1 sdbws 0.3 0.3 37030 12482 19846.4 31999 0.009961991999999998 0.0021279509999999995 0.004478163299999999 0.003500856999999999 0
MONTAGE.n.50.10 sdbws 0.3 0.3 37290 12568 19984.6 30745 0.009965326 0.002127116999999999 0.004478579699999999 0.0031942479999999976 0
MONTAGE.n.50.11 sdbws 0.3 0.3 37520 12669 20124.3 31303 0.009978662000000003 0.0021383759999999996 0.0044904618000000006 0.003727779 0
MONTAGE.n.50.12 sdbws 0.3 0.3 37480 12578 20048.6 30010 0.009991997999999998 0.002139209999999999 0.004495046399999999 0.003617228 0
MONTAGE.n.50.13 sdbws 0.3 0.3 38480 12921 20588.7 31755 0.010008667999999998 0.0021383759999999996 0.0044994636 0.003209251999999999 0
MONTAGE.n.50.14 sdbws 0.3 0.3 37480 12600 20064 31465 0.009998665999999998 0.002135874 0.0044947115999999995 0.0032664039999999984 0
MONTAGE.n.50.15 sdbws 0.3 0.3 36680 12376 19667.2 30517 0.009978662 0.0021350400000000004 0.0044881266 0.003726111 0
MONTAGE.n.50.16 sdbws 0.3 0.3 36710 12366 19669.2 29668 0.009951989999999997 0.0021279509999999986 0.0044751626999999985 0.0037198619999999996 0
MONTAGE.n.50.17 sdbws 0.3 0.3 38840 13049 20786.3 31124 0.009975328 0.002136290999999999 0.004488002099999999 0.003683151 0
MONTAGE.n.50.18 sdbws 0.3 0.3 39160 13087 20908.9 32483 0.010012001999999999 0.0021450479999999997 0.004505134199999999 0.003617652 0
MONTAGE.n.50.19 sdbws 0.3 0.3 37950 12760 20317 30797 0.009978662 0.0021367079999999993 0.004489294199999999 0.003647269 0
MONTAGE.n.50.2 sdbws 0.3 0.3 37430 12578 20033.6 31449 0.009998665999999998 0.0021412949999999997 0.004498506299999999 0.003726530000000001 0
MONTAGE.n.50.3 sdbws 0.3 0.3 37580 12724 20180.8 30673 0.009971994000000003 0.002130869999999999 0.0044832072 0.0034320169999999986 0
MONTAGE.n.50.4 sdbws 0.3 0.3 38940 13042 20811.4 32389 0.010025338 0.0021433799999999994 0.0045079674 0.0033656890000000003 0
MONTAGE.n.50.5 sdbws 0.3 0.3 37780 12711 20231.7 30922 0.010005334 0.0021437969999999994 0.0045022581 0.0037298690000000002 0
MONTAGE.n.50.6 sdbws 0.3 0.3 37360 12579 20013.3 31096 0.010002000000000002 0.002146298999999999 0.004503009299999999 0.0037406999999999996 0
MONTAGE.n.50.7 sdbws 0.3 0.3 37860 12792 20312.4 31731 0.009991998 0.002145047999999999 0.004499132999999999 0.0037252780000000007 0
MONTAGE.n.50.8 sdbws 0.3 0.3 36900 12446 19782.2 30859 0.009971994 0.002139626999999999 0.004489337099999999 0.0037248599999999995 0
MONTAGE.n.50.9 sdbws 0.3 0.3 39170 13018 20863.6 31614 0.010028671999999995 0.002140878 0.004507216199999999 0.003199226 0
MONTAGE.n.500.0 sdbws 0.3 0.3 131300 34665 63655.5 82803 0.11252250000000003 0.02369227199999992 0.05034134039999995 0.058703859999999865 0
MONTAGE.n.500.1 sdbws 0.3 0.3 119330 31115 57579.5 80605 0.11245248600000002 0.0236376449999999 0.05028209729999994 0.04730337599999978 0
MONTAGE.n.500.10 sdbws 0.3 0.3 113730 29536 54794.2 74483 0.11236913600000005 0.023571758999999914 0.05021097209999996 0.04323216699999979 0
MONTAGE.n.500.11 sdbws 0.3 0.3 109440 28277 52625.899999999994 76066 0.11237913800000013 0.02358802199999991 0.05022535679999998 0.05886172299999983 0
MONTAGE.n.500.12 sdbws 0.3 0.3 134840 35822 65527.399999999994 82260 0.11259251400000014 0.023653490999999905 0.050335197899999976 0.05206981899999976 0
MONTAGE.n.500.13 sdbws 0.3 0.3 115670 30097 55768.899999999994 75093 0.11235580000000002 0.023601782999999925 0.050227988099999954 0.05882830399999986 0
MONTAGE.n.500.14 sdbws 0.3 0.3 124290 32551 60072.7 82454 0.11252250000000008 0.02367225599999991 0.050327329199999965 0.04513921899999974 0
MONTAGE.n.500.15 sdbws 0.3 0.3 125560 33061 60810.7 82024 0.1127725500000001 0.02378609699999992 0.05048203289999997 0.06689865399999997 0
MONTAGE.n.500.16 sdbws 0.3 0.3 126440 33288 61233.6 80677 0.11246915600000004 0.02361053999999986 0.05026812479999991 0.043377774999999834 0
MONTAGE.n.500.17 sdbws 0.3 0.3 116110 30257 56012.899999999994 77008 0.11245915400000014 0.023593859999999908 0.05025344819999998 0.04329302899999978 0
MONTAGE.n.500.18 sdbws 0.3 0.3 135010 35758 65533.6 81224 0.11258584600000016 0.0236826809999999 0.050353630499999975 0.046004326999999824 0
MONTAGE.n.500.19 sdbws 0.3 0.3 122050 31958 58985.6 81548 0.11258584600000004 0.023731886999999917 0.05038807469999995 0.06675600600000003 0
MONTAGE.n.500.2 sdbws 0.3 0.3 120270 31328 58010.6 78508 0.11244915200000005 0.023619713999999906 0.05026854539999995 0.04332261599999979 0
MONTAGE.n.500.3 sdbws 0.3 0.3 123090 32364 59581.8 79037 0.11256250800000009 0.02362221599999989 0.05030430359999995 0.044655265999999846 0
MONTAGE.n.500.4 sdbws 0.3 0.3 109480 28355 52692.5 76169 0.1124991620000001 0.023712704999999928 0.05034864209999998 0.07020022199999999 0
MONTAGE.n.500.5 sdbws 0.3 0.3 122280 32130 59175 77995 0.11246915599999997 0.023610122999999903 0.05026783289999992 0.04416179199999982 0
MONTAGE.n.500.6 sdbws 0.3 0.3 121250 31784 58623.8 80662 0.11241581200000007 0.02362471799999993 0.05026204619999997 0.053520136999999794 0
MONTAGE.n.500.7 sdbws 0.3 0.3 129840 34297 62959.899999999994 84317 0.11267253000000006 0.023789432999999895 0.05045436209999994 0.06685385199999999 0
MONTAGE.n.500.8 sdbws 0.3 0.3 119440 31286 57732.2 82367 0.11268920000000014 0.023783177999999933 0.050454984599999995 0.06891562100000001 0
MONTAGE.n.500.9 sdbws 0.3 0.3 130770 34375 63293.5 84888 0.11268586600000009 0.023716874999999898 0.05040757229999995 0.0436831219999998 0
MONTAGE.n.600.0 sdbws 0.3 0.3 144240 37083 69230.1 93931 0.13526371400000006 0.028539062999999875 0.060556458299999935 0.08014784399999994 0
MONTAGE.n.600.1 sdbws 0.3 0.3 157740 41093 76087.1 96549 0.135417078 0.02849652899999986 0.0605726936999999 0.052852048999999686 0
MONTAGE.n.600.10 sdbws 0.3 0.3 155100 40292 74734.4 96003 0.13551043000000007 0.028599527999999874 0.06067279859999993 0.080256991 0
MONTAGE.n.600.11 sdbws 0.3 0.3 135520 34575 64858.5 85205 0.1349436500000001 0.02834348999999989 0.060323537999999954 0.05200851699999965 0
MONTAGE.n.600.12 sdbws 0.3 0.3 141860 36335 67992.5 89504 0.13515702600000007 0.028382270999999872 0.060414697499999934 0.06118910499999984 0
MONTAGE.n.600.13 sdbws 0.3 0.3 128090 32521 61191.7 85586 0.1351670280000002 0.028455662999999878 0.06046907249999997 0.08069425700000009 0
MONTAGE.n.600.14 sdbws 0.3 0.3 126250 31888 60196.6 86579 0.135030334 0.0283914449999999 0.06038311169999992 0.07998711300000005 0
MONTAGE.n.600.15 sdbws 0.3 0.3 143590 36915 68917.5 91605 0.135100348 0.028431059999999897 0.060431846399999926 0.05515446399999961 0
MONTAGE.n.600.16 sdbws 0.3 0.3 146080 37604 70146.8 94278 0.13545708600000012 0.028582847999999866 0.06064511939999993 0.08038977500000001 0
MONTAGE.n.600.17 sdbws 0.3 0.3 152030 39403 73191.1 95039 0.13561378400000013 0.028647065999999867 0.06073708139999995 0.08042511500000013 0
MONTAGE.n.600.18 sdbws 0.3 0.3 130030 32915 62049.5 84888 0.13494031600000006 0.028343072999999868 0.06032224589999992 0.05210391699999966 0
MONTAGE.n.600.19 sdbws 0.3 0.3 140570 36068 67418.6 93260 0.13529372000000006 0.02851821299999987 0.06055086509999992 0.08029692799999998 0
MONTAGE.n.600.2 sdbws 0.3 0.3 153020 39587 73616.9 96070 0.135633788 0.028630802999999903 0.06073169849999993 0.08037761300000008 0
MONTAGE.n.600.3 sdbws 0.3 0.3 145420 37433 69829.1 90280 0.13516702800000005 0.028395197999999892 0.060426746999999933 0.05206683199999969 0
MONTAGE.n.600.4 sdbws 0.3 0.3 132500 33687 63330.899999999994 87136 0.13507701000000008 0.02841896699999987 0.06041637989999993 0.08002175300000004 0
MONTAGE.n.600.5 sdbws 0.3 0.3 136780 34858 65434.6 89161 0.13515035800000008 0.028458581999999875 0.06046611479999994 0.08003394899999995 0
MONTAGE.n.600.6 sdbws 0.3 0.3 139690 35697 66894.9 91731 0.1351903660000001 0.028489856999999882 0.06050000969999994 0.08012803799999998 0
MONTAGE.n.600.7 sdbws 0.3 0.3 141640 36350 67937 90272 0.13509034599999994 0.028391027999999867 0.06040082339999989 0.052046838999999664 0
MONTAGE.n.600.8 sdbws 0.3 0.3 151860 39221 73012.7 91944 0.13539040599999996 0.02846191799999987 0.060540464399999896 0.05684405399999975 0
MONTAGE.n.600.9 sdbws 0.3 0.3 134850 34253 64432.1 90224 0.13530038800000002 0.0285282209999999 0.06055987109999994 0.08141924600000008 0
MONTAGE.n.700.0 sdbws 0.3 0.3 162040 40772 77152.4 97677 0.15783156000000034 0.03316692899999987 0.07056631830000001 0.061371936999999564 0
MONTAGE.n.700.1 sdbws 0.3 0.3 150090 37438 71233.6 98027 0.15795491800000025 0.03328243799999984 0.07068418199999996 0.09472608700000004 0
MONTAGE.n.700.10 sdbws 0.3 0.3 161890 40807 77131.9 96902 0.157874902 0.03318402599999987 0.0705912887999999 0.06534355999999954 0
MONTAGE.n.700.11 sdbws 0.3 0.3 181200 46501 86910.7 110811 0.1582516440000002 0.0334333919999999 0.07087886759999999 0.09374288100000003 0
MONTAGE.n.700.12 sdbws 0.3 0.3 158740 39984 75610.79999999999 98631 0.15783489400000028 0.03317026499999986 0.07056965369999998 0.06083567599999954 0
MONTAGE.n.700.13 sdbws 0.3 0.3 176580 45178 84598.6 101699 0.1579949260000003 0.03329119499999989 0.07070231430000001 0.06114871799999958 0
MONTAGE.n.700.14 sdbws 0.3 0.3 160240 40411 76359.7 100767 0.1580082620000003 0.033302036999999875 0.07071390450000001 0.09367481100000005 0
MONTAGE.n.700.15 sdbws 0.3 0.3 161440 40779 76977.29999999999 106281 0.1579582520000003 0.03334540499999985 0.07072925909999998 0.09504678000000001 0
MONTAGE.n.700.16 sdbws 0.3 0.3 143120 35339 67673.3 96674 0.15771820400000022 0.03312189299999988 0.07050078629999998 0.08375993599999974 0
MONTAGE.n.700.17 sdbws 0.3 0.3 162730 41015 77529.5 97634 0.15798825800000021 0.03326534099999989 0.07068221609999999 0.07425285499999958 0
MONTAGE.n.700.18 sdbws 0.3 0.3 145890 36266 69153.2 96051 0.1575615060000001 0.03308978399999985 0.07043130059999993 0.07019477199999945 0
MONTAGE.n.700.19 sdbws 0.3 0.3 157950 39718 75187.6 101156 0.15802493200000026 0.03334874099999987 0.07075159829999998 0.09423802100000005 0
MONTAGE.n.700.2 sdbws 0.3 0.3 150240 37378 71236.6 100823 0.1579149100000002 0.03332080199999989 0.07069903439999999 0.09829230699999993 0
MONTAGE.n.700.3 sdbws 0.3 0.3 155570 39010 73978 99048 0.1578615660000002 0.0331898639999999 0.07059137459999999 0.06260642499999952 0
MONTAGE.n.700.4 sdbws 0.3 0.3 147830 36771 70088.7 96404 0.15765819200000022 0.033110633999999854 0.07047490139999996 0.06237886699999956 0
MONTAGE.n.700.5 sdbws 0.3 0.3 174230 44498 83417.6 103139 0.15814162200000004 0.03327409799999986 0.0707343551999999 0.06162735299999958 0
MONTAGE.n.700.6 sdbws 0.3 0.3 151510 37631 71794.7 99654 0.1578048880000001 0.033224474999999906 0.07059859889999996 0.09345287 0
